loss,val_loss
5.273562431335449,6.078291893005371
4.551682949066162,5.206477642059326
4.0019121170043945,3.7802488803863525
3.7159500122070312,3.603564739227295
3.5499417781829834,3.43485164642334
3.429739475250244,3.8827335834503174
3.311852216720581,4.86144495010376
3.209088087081909,3.115527629852295
3.1486406326293945,4.470937728881836
3.085508108139038,3.065642833709717
3.0291247367858887,2.9986021518707275
2.9829494953155518,3.2457127571105957
2.920485258102417,3.261861801147461
2.9049668312072754,2.9504804611206055
2.880810022354126,2.905113697052002
2.826585054397583,3.1355884075164795
2.79339861869812,3.004526138305664
2.769880533218384,3.0789496898651123
2.7409777641296387,3.5834157466888428
2.7257747650146484,2.9863715171813965
2.715759754180908,2.821929931640625
2.665466070175171,2.8777849674224854
2.6507468223571777,2.8888375759124756
2.631751537322998,2.6398673057556152
2.632817506790161,2.855264663696289
2.586516857147217,2.900869846343994
2.5849709510803223,3.2614920139312744
2.5436739921569824,2.7771785259246826
2.5436713695526123,2.7088844776153564
2.526052474975586,2.745109796524048
2.50777006149292,2.6045992374420166
2.4788241386413574,2.8480796813964844
2.4562582969665527,2.9427943229675293
2.456845998764038,2.8431990146636963
2.423515558242798,3.0335044860839844
2.4264004230499268,2.761072874069214
2.4034171104431152,2.9650769233703613
2.395707130432129,3.055791139602661
2.3785934448242188,2.633021831512451
2.3797826766967773,2.6863858699798584
2.3535516262054443,2.765183448791504
2.331486940383911,3.06783127784729
2.322932720184326,2.7621726989746094
2.316373348236084,2.7040042877197266
2.2861874103546143,2.806211233139038
2.2923765182495117,2.642367124557495
2.2633321285247803,2.8867697715759277
2.2505881786346436,2.8248140811920166
2.24597430229187,2.7690227031707764
2.223515033721924,2.902513265609741
2.1992599964141846,2.8041932582855225
2.189570903778076,2.9150800704956055
2.183321952819824,2.726459503173828
2.1663599014282227,2.8152103424072266
2.1444427967071533,2.8720507621765137
2.1459367275238037,2.659301519393921
2.1093716621398926,2.6985297203063965
2.113189220428467,2.700965404510498
2.1058921813964844,2.797590494155884
2.0940418243408203,2.803443431854248
2.0702290534973145,2.781874418258667
2.0720956325531006,3.013899087905884
2.0389251708984375,2.9072656631469727
2.0413386821746826,2.7043068408966064
2.033083438873291,3.1308722496032715
2.023960828781128,2.763455629348755
1.9770112037658691,2.8843159675598145
1.9869412183761597,2.806516170501709
1.976686716079712,3.2898404598236084
1.952863097190857,2.8433969020843506
1.950738787651062,2.6823811531066895
1.9385497570037842,2.8852345943450928
1.9033479690551758,2.914215564727783
1.9086512327194214,2.9164879322052
1.8855552673339844,2.8640551567077637
1.8637057542800903,3.124957799911499
1.8512365818023682,3.0970518589019775
1.8462425470352173,2.9006519317626953
1.8341108560562134,3.102660655975342
1.832578420639038,2.8913378715515137
1.8067915439605713,3.1491336822509766
1.783275842666626,3.055222749710083
1.7802090644836426,3.0036492347717285
1.7608760595321655,2.9633536338806152
1.7422866821289062,3.0550577640533447
1.7434008121490479,3.17026686668396
1.7142351865768433,2.93710994720459
1.7043668031692505,3.158156394958496
1.6946649551391602,3.0051939487457275
1.6836867332458496,3.0474023818969727
1.668325662612915,3.2539637088775635
1.6302863359451294,3.49904727935791
1.6319513320922852,3.231940507888794
1.6195331811904907,3.215782642364502
1.5970925092697144,3.4761576652526855
1.6019033193588257,3.0116515159606934
1.580023169517517,3.1816816329956055
1.565277338027954,3.533414602279663
1.5405926704406738,3.365589141845703
1.5422749519348145,3.2634973526000977
