loss,val_loss
4.993078708648682,4.973902702331543
4.822842597961426,4.818600177764893
4.790126800537109,4.764364242553711
4.775874137878418,4.757234573364258
4.75241756439209,4.742763519287109
4.730554103851318,4.7973551750183105
4.71311092376709,4.934728622436523
4.684463977813721,5.031296253204346
4.625150680541992,4.633773326873779
4.569253444671631,4.8588080406188965
4.546295642852783,4.6714277267456055
4.483181953430176,4.42496395111084
4.388217926025391,5.103023529052734
4.321081638336182,4.829700469970703
4.225057125091553,4.406965255737305
4.143187046051025,4.139501571655273
4.083491802215576,5.178004741668701
4.004147529602051,4.649280548095703
3.96116304397583,4.3166422843933105
3.804828405380249,4.067891597747803
3.7560486793518066,3.8379404544830322
3.6912453174591064,4.161717414855957
3.5924692153930664,4.761952877044678
3.582353115081787,4.215338706970215
3.476271152496338,14.845233917236328
3.484252691268921,3.682318925857544
3.379312515258789,3.519620895385742
3.3336315155029297,3.697747230529785
3.2099807262420654,6.993772029876709
3.2290821075439453,4.157138824462891
3.163360357284546,4.5906853675842285
3.1787047386169434,5.812463760375977
3.106210947036743,3.657203435897827
3.073629856109619,4.128231048583984
3.045609951019287,3.2027759552001953
2.953239679336548,6.82481575012207
2.9758663177490234,3.263974905014038
2.9557158946990967,4.58591890335083
2.866579294204712,3.6210243701934814
2.834352493286133,4.8671345710754395
2.794560670852661,3.2629776000976562
2.7418243885040283,3.401221990585327
2.7716500759124756,3.159254789352417
2.707404375076294,3.0679640769958496
2.661276340484619,2.9129951000213623
2.618165969848633,3.423454523086548
2.575951099395752,3.8199384212493896
2.5723445415496826,3.0952706336975098
2.5434608459472656,3.079202890396118
2.5255324840545654,2.9044148921966553
2.5120716094970703,2.870016574859619
2.4759387969970703,3.1898272037506104
2.471059799194336,4.683977127075195
2.497246503829956,2.8535807132720947
2.4025893211364746,2.7804994583129883
2.371903896331787,3.160485029220581
2.3655507564544678,3.8140335083007812
2.3207011222839355,3.275212049484253
2.379197835922241,3.030665636062622
2.3185064792633057,3.1151926517486572
2.2611680030822754,4.00560998916626
2.257280111312866,3.004329204559326
2.1748948097229004,3.4273550510406494
2.201648473739624,3.079312801361084
2.2019872665405273,3.7095961570739746
2.144965887069702,3.4582250118255615
2.1476404666900635,3.4994964599609375
2.1849191188812256,3.355722665786743
2.11167311668396,2.8624074459075928
2.0759775638580322,4.684345245361328
2.075604200363159,4.285348415374756
2.0804474353790283,4.351815223693848
2.0799672603607178,3.2751951217651367
2.0486395359039307,3.418652296066284
2.00087833404541,3.2139153480529785
2.0086238384246826,3.7495486736297607
1.984041452407837,3.078794002532959
1.978606104850769,4.001762866973877
1.9693243503570557,3.21848726272583
1.9176841974258423,4.338244915008545
1.9117614030838013,2.98435640335083
1.9353829622268677,3.561735153198242
1.8847341537475586,3.3761096000671387
1.8704017400741577,3.9202795028686523
1.8187849521636963,3.4227499961853027
1.8821510076522827,3.482135057449341
1.8281755447387695,3.083181142807007
1.787517786026001,2.9237923622131348
1.7603585720062256,3.0974390506744385
1.8028281927108765,3.0801479816436768
1.779538631439209,3.550410747528076
1.7296520471572876,3.3793344497680664
1.7227617502212524,3.343203067779541
1.765331745147705,2.9541501998901367
1.7127654552459717,2.811028242111206
1.6740418672561646,3.8054938316345215
1.665582299232483,3.5488476753234863
1.6470788717269897,2.8075320720672607
1.6525263786315918,3.9056906700134277
1.6020349264144897,3.5226378440856934
